window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp
1,5000,5924,14,6,0,1.9986,0,18.3,0,0,6.53,1.0,5924.0,591,1.0,362,559,197,1992,0.000967,0.007,408.3045,0,0.0,0.0037,0.0011,1,0,0,0,0.037968,0.015625,64,0.5885,0.038,0.281,115,152,95,2063,1374,1431
2,5000,4115,4,5,0,1.9986,0,17.5,439,3643,5.5,0.8733,4726.0,472,1.0,355,22,29,2068,0.00107,0.0086,371.0692,1,1.0,0.0064,0.0013,1,0,0,0,0.030061,0.015625,64,0.4802,0.0662,0.252,119,139,97,1360,1309,734
3,5000,3554,2,5,0,1.9986,0,17.1,280,3277,5.01,0.8619,4152.5,277,1.0,288,6,73,2003,0.001123,0.0088,275.4491,2,1.9,0.0069,0.0016,1,0,0,0,0.035172,0.015625,64,0.5558,0.1014,0.2521,103,102,83,1008,1289,610
4,5000,3350,0,0,1,1.9986,0,16.9,108,3267,4.86,0.8792,3843.1,83,1.0,195,2,95,1733,0.00126,0.0237,117.3975,3,2.9,0.0126,0.0025,0,0,0,0,0.046154,0.015625,64,0.6615,0.138,0.2519,88,49,58,942,1223,518
5,5000,3241,1,3,0,1.9986,0,16.8,27,3222,4.66,0.8913,3645.1,19,1.0,169,5,31,1395,0.001767,0.0291,36.7347,4,3.8,0.0213,0.0039,0,0,0,0,0.04845,0.015625,60,0.6775,0.1632,0.2686,81,44,44,871,1230,527
6,5000,3335,2,5,0,1.9987,1,16.8,0,3321,4.75,0.9377,3556.5,14,1.0,135,6,40,1374,0.001669,0.0258,28.5132,5,4.6,0.0151,0.0035,2,0,0,0,0.055249,0.015625,58,0.7172,0.2133,0.2847,65,34,36,865,1321,506
7,5000,3198,3,5,0,1.9938,2,16.6,8,3180,4.64,0.9224,3466.9,18,1.0,133,11,13,1237,0.001983,0.0253,40.6699,6,5.3,0.0177,0.0044,1,0,0,0,0.064516,0.015625,57,0.7578,0.2547,0.2932,64,35,34,803,1307,521
8,5000,3199,1,3,1,1.9944,2,16.6,1,3185,4.61,0.9389,3407.3,14,1.0,126,3,10,1207,0.002046,0.0252,28.7081,7,6.2,0.0176,0.0049,0,0,0,0,0.055046,0.015625,56,0.7161,0.3098,0.2974,59,35,32,814,1279,515
9,5000,3127,0,0,3,1.994,2,16.6,0,3116,4.57,0.9331,3351.3,11,1.0,112,2,16,1107,0.001969,0.034,27.7078,8,7.2,0.0174,0.0055,0,0,0,0,0.070388,0.015625,54,0.778,0.3365,0.304,54,29,29,791,1254,505
10,5000,3212,2,5,0,1.9787,1,16.7,1,3197,4.62,0.9657,3325.9,15,1.0,110,10,12,1118,0.002039,0.0289,41.0959,9,7.6,0.0214,0.0053,1,0,0,0,0.073684,0.015625,52,0.7879,0.4074,0.3129,52,28,30,832,1261,508
11,5000,3185,0,0,3,1.9463,1,16.7,0,3180,4.6,0.9644,3302.5,5,1.0,100,0,10,1046,0.002103,0.0369,15.0602,10,8.8,0.0211,0.0057,0,0,0,0,0.088068,0.015625,49,0.8226,0.4955,0.3197,48,25,27,809,1257,543
12,5000,3276,0,0,0,1.9107,1,16.7,3,3268,4.63,0.9932,3298.4,8,1.0,99,3,4,1024,0.001962,0.0396,22.1607,11,9.6,0.0207,0.006,0,0,0,0,0.076517,0.015625,49,0.7958,0.5403,0.3291,47,24,28,825,1284,519
13,5000,3270,1,4,1,1.7642,1,16.7,3,3262,4.61,0.9926,3294.3,8,1.0,96,3,6,984,0.001933,0.0368,24.1692,12,10.4,0.0231,0.0061,0,1,0,0,0.062323,0.015625,50,0.7493,0.597,0.3394,45,22,29,816,1260,557
14,5000,3177,1,4,1,1.7972,1,16.7,11,3161,4.61,0.969,3278.7,16,1.0,92,5,9,946,0.001948,0.0388,54.0541,13,11.1,0.0183,0.007,0,0,0,0,0.071197,0.015625,49,0.7805,0.6488,0.3459,44,21,27,781,1308,485
15,5000,3271,0,0,1,1.823,2,16.8,7,3260,4.68,0.9979,3277.7,11,1.0,88,0,4,917,0.002122,0.0324,37.2881,14,12.1,0.0183,0.0069,0,0,0,0,0.07767,0.015625,47,0.7988,0.7103,0.3519,44,18,26,823,1325,526
16,5000,3123,0,0,3,1.9437,1,16.6,4,3119,4.57,0.9581,3259.5,4,1.0,83,0,5,890,0.002037,0.0334,13.9373,15,13.1,0.0229,0.0075,0,0,0,0,0.080268,0.015625,45,0.8053,0.7671,0.3594,41,18,24,806,1224,488
17,5000,3236,2,4,3,1.99,1,16.7,3,3228,4.67,0.9936,3256.9,8,1.0,82,5,6,895,0.002125,0.0395,27.3038,16,13.7,0.0192,0.0074,0,0,0,0,0.088816,0.015625,45,0.8241,0.8296,0.3667,40,17,25,839,1280,505
18,5000,3237,0,0,3,1.9267,1,16.6,0,3232,4.75,0.9945,3254.8,5,1.0,76,0,6,851,0.002178,0.051,17.3611,17,14.5,0.0323,0.0084,0,0,0,0,0.098639,0.015625,43,0.8416,0.9283,0.3755,35,16,25,828,1356,500
19,5000,3136,1,4,3,1.8906,1,16.7,4,3127,4.55,0.967,3242.9,9,1.0,72,1,5,823,0.002097,0.0483,31.5789,18,15.5,0.0316,0.0083,0,0,0,0,0.089655,0.015625,43,0.8257,1.0179,0.3828,34,14,24,788,1255,508
20,5000,3252,2,3,3,1.8836,1,16.7,3253,0,4.61,1.0036,3244.2,3,1.0,71,2,3,826,0.002276,0.0491,11.583,19,16.1,0.0327,0.0098,0,0,0,0,0.086792,0.015625,43,0.82,1.0821,0.3887,33,15,23,832,1282,519
21,5000,3230,3,5,0,1.9418,2,16.8,0,3215,4.62,0.996,3242.8,15,1.0,75,9,5,871,0.00223,0.0351,49.505,20,15.6,0.0256,0.0077,1,0,0,0,0.089457,0.015625,45,0.8253,1.1715,0.3917,33,16,26,850,1254,535
22,5000,3236,0,0,3,1.9583,2,16.7,0,3226,4.64,0.9981,3242.2,10,1.0,73,0,2,839,0.002098,0.0356,36.7647,21,16.5,0.0229,0.0078,0,0,0,0,0.071174,0.015625,45,0.7805,1.2427,0.3951,31,16,26,809,1251,543
23,5000,3194,1,3,3,1.9729,1,16.8,5,3184,4.56,0.9865,3237.6,10,1.0,66,3,10,801,0.002247,0.0478,34.0909,22,17.3,0.02,0.0091,0,0,0,0,0.0625,0.015625,44,0.75,1.2831,0.3951,30,15,21,809,1270,540
24,5000,3229,2,5,3,1.9475,1,16.8,8,3213,4.63,0.9976,3236.8,16,1.0,66,7,7,840,0.002342,0.0411,50.3597,23,17.2,0.0227,0.0096,1,0,0,0,0.071918,0.015625,43,0.7827,1.3105,0.3947,31,12,23,801,1300,513
25,5000,3174,1,4,3,1.9063,2,16.7,5,3164,4.61,0.9824,3230.8,10,1.0,65,5,6,825,0.002228,0.0554,35.9712,24,17.8,0.0177,0.0086,0,0,0,0,0.072664,0.015625,42,0.785,1.3763,0.3946,33,9,23,785,1268,529
26,5000,3241,0,0,3,1.9349,2,16.7,3239,0,4.61,1.0034,3232.0,4,1.0,59,1,7,761,0.002447,0.0502,17.1674,25,19.2,0.0246,0.0098,0,0,0,0,0.07113,0.015625,41,0.7803,1.4265,0.3952,30,8,21,779,1323,512
27,5000,3143,0,0,3,1.8881,1,16.7,3,3140,4.56,0.975,3223.5,3,1.0,53,0,6,739,0.002316,0.0549,13.2159,26,21.4,0.0253,0.0119,0,0,0,0,0.084388,0.015625,39,0.8148,1.4898,0.3983,29,7,17,776,1230,528
28,4997,3192,0,0,3,1.9293,1,16.8,6,3182,4.7,0.9912,3220.5,10,1.0,55,7,5,707,0.002354,0.0495,47.3934,27,20.6,0.0276,0.0114,0,0,0,0,0.094595,0.015625,36,0.8348,1.5844,0.4018,29,8,18,767,1282,546
29,4997,3223,0,0,3,1.9748,1,16.8,3222,0,4.61,1.0021,3221.2,6,1.0,51,0,4,670,0.002312,0.0512,28.8462,28,21.5,0.0267,0.0107,0,0,0,0,0.093023,0.015625,34,0.832,1.6448,0.4054,28,6,17,786,1226,558
30,4995,3188,0,0,0,1.9481,1,16.8,2,3186,4.52,0.9907,3218.0,2,1.0,50,2,3,671,0.002356,0.0537,10.0,29,22.8,0.036,0.0122,0,0,0,0,0.097561,0.015625,33,0.8398,1.6985,0.4096,28,5,17,845,1258,511
31,4993,3161,1,5,1,1.962,1,16.8,0,3161,4.57,0.9839,3212.6,0,1.0,48,1,3,657,0.002429,0.0829,0.0,30,23.5,0.0374,0.0149,1,0,0,0,0.136585,0.015625,32,0.8856,1.79,0.4159,27,4,17,766,1275,546
32,4991,3218,0,0,1,1.9699,1,16.8,3224,0,4.64,1.0032,3213.7,0,1.0,45,0,3,628,0.002692,0.0571,0.0,31,24.9,0.0365,0.0137,0,0,0,0,0.104762,0.015625,29,0.8509,1.8813,0.4222,24,4,17,841,1237,537
33,4990,3204,0,0,0,1.9784,1,16.8,0,3204,4.65,0.9973,3212.8,0,1.0,41,0,4,592,0.002299,0.0741,0.0,32,26.4,0.0353,0.0143,0,0,0,0,0.100529,0.015625,27,0.8446,1.9811,0.4294,23,2,16,787,1232,565
34,4988,3153,1,4,1,1.9968,1,16.8,3,3150,4.55,0.9831,3207.1,3,1.0,41,1,1,603,0.002544,0.0594,15.0,33,26.6,0.0347,0.0122,0,0,0,0,0.123762,0.015625,28,0.8738,2.1003,0.4353,22,2,17,742,1291,524
35,4988,3112,0,0,3,1.9839,1,16.7,1,3106,4.53,0.9731,3198.0,6,1.0,43,6,4,626,0.002395,0.0693,25.641,34,26.2,0.0374,0.0137,0,0,0,0,0.118812,0.015625,30,0.8685,2.1795,0.4403,21,4,18,759,1276,500
36,4986,3127,1,3,3,1.9689,1,17.0,3,3119,4.44,0.9799,3191.3,8,1.0,44,2,1,625,0.002532,0.0484,44.4444,35,25.8,0.0335,0.0116,0,0,0,0,0.075269,0.015625,31,0.7924,2.2548,0.4446,20,4,20,783,1269,523
37,4984,3125,2,5,3,1.9334,1,21.7,7,3109,4.53,0.9812,3184.9,16,1.0,46,8,6,681,0.002668,0.0622,76.1421,36,23.9,0.033,0.012,1,0,0,0,0.100478,0.015625,35,0.8445,2.317,0.4453,21,5,20,773,1262,510
38,4984,3183,1,5,3,1.9878,2,16.6,1,3172,4.55,0.9994,3184.8,11,1.0,41,2,7,661,0.003118,0.0541,46.5116,37,25.1,0.0373,0.0138,1,0,0,0,0.099099,0.015625,32,0.8423,2.4145,0.4457,19,3,19,836,1252,508
39,4983,3124,0,0,3,1.9699,2,16.4,0,3119,4.53,0.9827,3179.0,5,1.0,39,0,2,640,0.003202,0.0781,26.738,38,27.3,0.0355,0.0138,0,0,0,0,0.078125,0.015625,31,0.8,2.4822,0.4458,19,2,18,756,1255,520
40,4983,3103,0,0,3,1.9086,1,19.1,0,3098,4.56,0.9783,3171.7,5,1.0,37,0,2,617,0.002972,0.0837,25.3807,39,27.7,0.0381,0.0156,0,0,0,0,0.083744,0.015625,28,0.8134,2.5314,0.4475,18,2,17,773,1290,494
41,4982,3124,1,5,3,1.9153,1,21.9,0,3114,4.6,0.9864,3167.2,10,1.0,35,1,3,625,0.00295,0.0598,55.8659,40,27.9,0.0331,0.0127,1,0,0,0,0.092391,0.015625,26,0.8309,2.6184,0.4498,16,3,16,774,1243,517
42,4982,3144,2,3,3,1.8352,1,16.4,5,3134,4.6,0.9934,3165.0,10,1.0,39,5,1,652,0.002798,0.0556,48.0769,41,25.9,0.0359,0.0123,0,0,0,0,0.106481,0.015625,28,0.8533,2.6969,0.4527,17,4,18,749,1274,512
43,4982,3207,2,4,3,1.8799,2,16.5,3217,0,4.69,1.0191,3171.4,15,1.0,39,2,2,673,0.002932,0.047,66.9643,42,25.8,0.0324,0.011,0,0,0,0,0.106838,0.015625,28,0.8538,2.8037,0.4552,16,4,19,796,1274,512
44,4981,3188,1,4,3,1.93,2,16.5,3185,0,4.59,1.007,3173.7,11,1.0,38,4,5,699,0.002465,0.0446,42.2535,43,27.4,0.0312,0.0124,0,0,0,0,0.09375,0.015625,29,0.8333,2.893,0.4562,16,3,19,845,1272,482
45,4979,3171,0,0,3,1.9491,2,16.4,0,3171,4.59,0.9992,3173.5,0,1.0,36,0,2,658,0.002985,0.0575,0.0,44,28.5,0.0321,0.0147,0,0,0,0,0.074713,0.015625,29,0.7909,2.962,0.4563,15,3,18,805,1276,529
46,4979,3202,1,3,3,1.9698,1,16.4,3215,0,4.6,1.0127,3177.7,3,1.0,37,1,0,661,0.00275,0.0524,16.0428,45,28.7,0.0318,0.0097,0,0,0,0,0.094241,0.015625,28,0.8342,3.0563,0.4577,15,3,19,831,1256,543
47,4979,3099,0,0,3,1.8683,1,16.5,3,3096,4.55,0.9775,3170.2,3,1.0,35,0,2,661,0.002605,0.067,16.0428,46,31.1,0.0361,0.0147,0,0,0,0,0.097938,0.015625,28,0.8405,3.1542,0.4606,13,3,19,825,1235,503
48,4979,3179,1,5,3,1.7738,1,16.8,3180,0,4.6,1.0051,3171.9,8,1.0,36,1,0,660,0.002695,0.0644,40.8163,47,31.2,0.0373,0.0149,1,0,0,0,0.089109,0.015625,27,0.8247,3.2433,0.4634,13,3,20,832,1264,512
49,4979,3154,3,5,3,1.9056,1,16.7,11,3138,4.56,0.9949,3170.2,16,1.0,40,6,2,726,0.002635,0.063,69.869,48,28.6,0.0324,0.0132,1,0,0,0,0.10084,0.015625,31,0.8451,3.3147,0.4645,13,4,23,802,1246,503
50,4977,3168,0,0,3,1.8968,2,16.5,7,3156,4.58,0.9994,3170.0,12,1.0,39,0,1,717,0.002526,0.0551,51.7241,49,30.4,0.0357,0.0145,0,0,0,0,0.084746,0.015625,28,0.8156,3.3656,0.4666,13,3,23,788,1273,527
51,4977,3190,0,0,3,1.9267,1,16.5,3195,0,4.6,1.0097,3173.2,9,1.0,39,0,0,717,0.002243,0.0542,38.2979,50,31.4,0.0298,0.0105,0,0,0,0,0.0875,0.015625,28,0.8214,3.4531,0.4689,13,3,23,802,1282,513
52,4975,3201,1,5,3,1.8306,1,16.6,3226,0,4.66,1.0181,3179.3,11,1.0,40,3,2,758,0.002531,0.0526,40.3587,51,31.6,0.033,0.0127,1,0,0,0,0.114035,0.015625,30,0.863,3.5671,0.4715,13,3,24,844,1249,538
53,4975,3188,2,5,3,1.7321,1,23.1,3187,0,4.59,1.0036,3180.5,5,1.0,39,2,3,770,0.002542,0.0648,21.097,52,32.9,0.0314,0.0135,2,0,0,0,0.080972,0.015625,29,0.807,3.6481,0.472,14,3,22,791,1297,508
54,4975,3188,1,3,3,1.6988,2,24.2,3185,0,4.6,1.0033,3181.6,7,1.0,38,1,2,730,0.002893,0.0744,33.6538,53,33.2,0.0326,0.0136,0,0,0,0,0.093023,0.015625,28,0.832,3.7411,0.4731,13,3,22,832,1248,504
55,4974,3102,2,4,3,1.8914,2,24.2,10,3087,4.54,0.9773,3174.0,15,1.0,38,4,4,747,0.00299,0.0619,64.6766,54,31.3,0.0283,0.0132,0,1,0,0,0.061905,0.015625,30,0.7476,3.803,0.4727,13,4,21,724,1264,547
56,4972,3130,1,5,3,1.9344,2,24.1,14,3116,4.49,0.9874,3169.8,14,1.0,41,6,3,728,0.002905,0.0632,57.377,55,28.6,0.0333,0.0134,1,1,0,0,0.15415,0.015625,27,0.8986,3.9572,0.4742,16,4,21,787,1261,479
57,4971,3184,4,5,1,1.9406,2,18.7,3163,0,4.55,1.0058,3171.7,27,1.0,43,6,4,813,0.002583,0.0479,96.7742,56,28.0,0.0247,0.0098,2,0,0,0,0.106164,0.015625,30,0.8528,4.0633,0.4733,16,4,23,760,1290,513
58,4968,3215,4,5,1,1.9392,2,16.7,3212,0,4.63,1.018,3177.8,23,1.0,45,4,2,850,0.002992,0.0485,89.8438,57,27.5,0.0252,0.0093,3,0,0,0,0.08209,0.015625,32,0.8097,4.1268,0.4723,18,3,24,809,1252,579
59,4968,3140,3,5,1,1.9527,2,16.6,4,3122,4.59,0.9892,3174.2,18,1.0,47,5,3,892,0.002897,0.0465,67.1937,58,27.3,0.0268,0.0112,1,0,0,0,0.093023,0.015625,35,0.832,4.1771,0.4712,21,3,23,817,1254,502
60,4965,3163,1,5,3,1.9331,2,16.6,3,3150,4.66,0.9968,3173.1,13,1.0,47,1,1,902,0.002686,0.0455,50.3876,59,28.1,0.0265,0.0114,1,0,0,0,0.094697,0.015625,35,0.835,4.2491,0.4703,20,3,24,800,1232,542
61,4961,3169,1,5,3,1.9409,2,16.6,4,3155,4.59,0.9988,3172.7,14,1.0,45,2,4,914,0.002364,0.0436,48.8722,60,29.0,0.0264,0.0097,1,1,0,0,0.105455,0.015625,34,0.8518,4.3437,0.4711,18,4,23,856,1247,500
62,4959,3140,0,0,3,1.9748,2,16.5,3,3137,4.58,0.9907,3169.6,3,1.0,43,0,2,878,0.002452,0.0554,10.7143,61,31.2,0.0281,0.0109,0,0,0,0,0.076125,0.015625,32,0.7947,4.4198,0.4713,16,4,23,829,1200,523
63,4955,3126,1,3,3,1.9229,1,16.4,6,3120,4.54,0.9875,3165.5,6,1.0,43,1,1,865,0.002055,0.0511,26.2009,62,32.0,0.0235,0.0112,0,0,0,0,0.114894,0.015625,31,0.864,4.5347,0.4716,15,4,24,790,1238,505
64,4951,3116,1,3,3,1.9713,1,16.4,9,3107,4.48,0.9858,3160.7,9,1.0,45,4,2,865,0.002125,0.0449,34.8837,63,31.4,0.0251,0.0104,0,0,0,0,0.089888,0.015625,33,0.8262,4.6246,0.4716,15,5,25,766,1243,536
65,4947,3105,1,5,1,1.8992,2,16.3,9,3091,4.53,0.984,3155.4,14,1.0,44,1,2,869,0.002333,0.0418,54.6875,64,31.5,0.0261,0.0092,1,0,0,0,0.079848,0.015625,34,0.8043,4.7044,0.471,16,5,23,751,1243,548
