window,alive_nodes,alive_links,n_clusters,max_size,k_star,entropy,milestone,physics_seconds,stressed,calcified,mean_omega,stress_intensity,link_ema,total_rplus,budget,v_labels,v_born,v_died,v_torque_n,v_mean_torque,v_top_share,v_label_rplus_rate,v_oldest_age,v_mean_age,v_mean_share_5node,v_share_std,v_births_5node,v_deaths_5node,macro_nodes_active,compressed_links_removed,occ_max,occ_mean,occ_nonzero,vacancy_mean,history_max,history_gini,lw_n_oasis,lw_n_penalty,lw_n_neutral,lw_edge_oo,lw_edge_op,lw_edge_pp,thaw_mean_jaccard,thaw_mean_pressure,thaw_mean_add,thaw_mean_drop
1,5000,6070,21,5,0,1.9994,0,18.5,0,0,6.73,1.0,6070.0,560,1.0,349,519,170,1923,0.001034,0.0077,398.8604,0,0.0,0.0064,0.0012,2,0,0,0,0.032097,0.015625,63,0.5132,0.0321,0.2684,89,153,107,2125,1373,1394,1.0,0.0,0,0
2,5000,4063,2,4,0,1.9994,0,17.6,440,3635,5.45,0.861,4749.3,428,1.0,320,16,45,1987,0.001138,0.0095,371.9512,1,1.0,0.0074,0.0014,0,0,0,0,0.040513,0.015625,63,0.6143,0.0676,0.2754,90,131,99,1294,1308,703,1.0,0.0,0,0
3,5000,3598,2,5,0,1.9994,0,17.3,273,3343,5.09,0.8659,4187.7,255,1.0,275,2,47,1890,0.001199,0.0109,264.7975,2,2.0,0.0082,0.0017,2,0,0,0,0.043697,0.015625,63,0.6424,0.1113,0.2879,85,108,82,934,1340,628,1.0,0.0,0,0
4,5000,3352,1,5,0,1.9994,0,17.1,84,3272,4.78,0.8722,3859.0,80,1.0,189,1,87,1724,0.001323,0.0177,121.0287,3,2.9,0.0133,0.0027,1,1,0,0,0.043038,0.015625,63,0.6369,0.1442,0.2988,75,54,60,918,1270,496,1.0,0.0,0,0
5,5000,3238,1,3,0,1.9993,0,17.0,5,3220,4.63,0.887,3652.7,18,1.0,168,4,25,1360,0.001855,0.0401,37.8947,4,3.8,0.021,0.0046,0,0,0,0,0.062124,0.015625,60,0.7485,0.1823,0.3126,66,49,53,838,1288,512,1.0,0.0,0,0
6,5000,3269,0,0,1,1.9996,0,17.0,4,3261,4.66,0.9227,3543.0,8,1.0,148,4,24,1254,0.001807,0.0306,17.4292,5,4.7,0.0224,0.0045,0,0,0,0,0.042857,0.015625,61,0.6354,0.2231,0.3186,58,43,47,839,1328,505,1.0,0.0,0,0
7,5000,3269,3,5,0,1.999,1,16.8,9,3260,4.67,0.9408,3474.5,9,1.0,117,3,34,1235,0.001958,0.033,20.4082,6,5.6,0.0206,0.0049,2,0,0,0,0.047423,0.015625,60,0.6705,0.2458,0.3144,47,31,39,810,1312,530,1.0,0.0,0,0
8,5000,3139,1,4,0,1.9916,1,16.6,0,3139,4.58,0.9232,3400.0,0,1.0,102,1,16,1005,0.002411,0.0365,0.0,7,6.5,0.0178,0.0062,0,0,0,0,0.050562,0.015625,54,0.691,0.2767,0.3191,41,26,35,778,1259,507,1.0,0.0,0,0
9,5000,3230,1,3,0,1.9949,2,16.6,3,3227,4.56,0.9596,3366.0,3,1.0,98,1,5,984,0.002357,0.0343,9.4637,8,7.4,0.0213,0.0063,0,0,0,0,0.049844,0.015625,54,0.6865,0.3114,0.3273,39,24,35,814,1293,534,1.0,0.0,0,0
10,5000,3207,1,4,1,1.9932,2,16.6,7,3200,4.58,0.961,3337.1,7,1.0,93,2,7,952,0.002292,0.0282,20.2312,9,8.2,0.0184,0.0063,0,0,0,0,0.062147,0.015625,54,0.7486,0.3574,0.3257,37,24,32,775,1320,505,1.0,0.0,0,0
11,5000,3187,0,0,3,1.9977,2,16.7,3,3184,4.6,0.9622,3312.1,3,1.0,84,0,9,903,0.002288,0.0265,10.2041,10,9.2,0.0188,0.0064,0,0,0,0,0.046358,0.015625,52,0.6629,0.4038,0.3281,33,22,29,852,1260,531,1.0,0.0,0,0
12,5000,3250,0,0,3,1.9819,1,16.6,3,3247,4.6,0.9841,3302.5,3,1.0,79,0,5,853,0.002386,0.0406,11.3208,11,10.2,0.0185,0.0071,0,0,0,0,0.04797,0.015625,48,0.6743,0.448,0.3346,30,20,29,815,1289,546,1.0,0.0,0,0
13,5000,3090,1,5,0,1.9871,1,16.4,7,3078,4.52,0.9443,3272.2,12,1.0,78,5,6,885,0.00241,0.0451,35.5872,12,11.0,0.0243,0.008,1,0,0,0,0.059028,0.015625,49,0.7353,0.4932,0.3374,30,18,30,806,1220,507,1.0,0.0,0,0
14,5000,3276,2,5,3,1.9612,1,16.4,3265,0,4.62,1.0015,3272.9,13,1.0,76,3,5,875,0.00237,0.0365,37.1517,13,11.6,0.0289,0.0086,1,0,0,0,0.06079,0.015625,46,0.743,0.5205,0.344,30,15,31,843,1256,559,1.0,0.0,0,0
15,5000,3128,1,3,3,1.9408,2,16.3,4,3114,4.6,0.961,3254.8,14,1.0,73,3,6,850,0.002522,0.049,49.8221,14,12.2,0.028,0.0088,0,0,0,0,0.083916,0.015625,45,0.8138,0.5555,0.3512,29,12,32,798,1236,498,1.0,0.0,0,0
16,5000,3152,1,3,3,1.9785,2,24.2,0,3142,4.53,0.972,3242.7,10,1.0,74,4,3,857,0.00217,0.0356,37.7358,15,12.8,0.0236,0.0079,0,0,0,0,0.05694,0.015625,46,0.7256,0.6089,0.358,31,11,32,803,1291,491,1.0,0.0,0,0
17,5000,3221,1,3,3,1.8656,2,24.2,4,3213,4.64,0.994,3240.3,8,1.0,70,5,9,839,0.002273,0.0359,23.7288,16,13.3,0.0245,0.0082,0,0,0,0,0.065359,0.015625,46,0.7609,0.6579,0.3631,30,10,30,807,1289,538,1.0,0.0,0,0
18,5000,3257,2,3,3,1.8463,2,24.2,3252,0,4.63,1.0054,3242.4,8,1.0,72,8,6,867,0.002295,0.04,22.2222,17,13.6,0.0219,0.0079,0,0,0,0,0.064615,0.015625,44,0.7582,0.6856,0.3675,30,11,31,856,1272,513,1.0,0.0,0,0
19,5000,3134,1,5,3,1.8288,2,23.8,4,3125,4.54,0.9698,3231.5,9,1.0,69,1,4,853,0.002149,0.0335,34.3511,18,14.8,0.0231,0.0074,1,0,0,0,0.070632,0.015625,42,0.7788,0.7339,0.3739,28,11,30,746,1277,535,1.0,0.0,0,0
20,5000,3169,2,5,3,1.8155,2,19.4,7,3157,4.54,0.9825,3225.6,12,1.0,64,2,7,827,0.00257,0.0403,44.4444,19,15.0,0.03,0.0093,1,0,0,0,0.069597,0.015625,40,0.7755,0.8035,0.3797,25,8,31,829,1232,523,1.0,0.0,0,0
21,5000,3140,0,0,3,1.8161,2,16.5,0,3140,4.54,0.9759,3217.4,0,1.0,61,0,3,811,0.002581,0.0405,0.0,20,16.0,0.0279,0.0098,0,0,0,0,0.068826,0.015625,40,0.773,0.8562,0.3849,23,8,30,776,1308,503,1.0,0.0,0,0
22,5000,3211,2,5,3,1.821,1,18.5,9,3193,4.62,0.9982,3216.8,18,1.0,67,12,6,875,0.002204,0.0348,65.2174,21,14.9,0.0187,0.0079,1,0,0,0,0.069686,0.015625,41,0.7758,0.8875,0.387,26,7,34,811,1289,517,1.0,0.0,0,0
23,5000,3209,3,5,3,1.8357,1,18.6,21,3183,4.63,0.9978,3216.1,26,1.0,70,5,2,934,0.00237,0.0323,84.4595,22,14.9,0.0212,0.007,1,0,0,0,0.067742,0.015625,45,0.7693,0.9198,0.3875,28,7,35,827,1237,557,1.0,0.0,0,0
24,5000,3230,0,0,1,1.8969,2,16.8,3221,0,4.6,1.0064,3218.3,18,1.0,71,4,3,932,0.002342,0.0401,62.5,23,15.0,0.0181,0.0069,0,0,0,0,0.06689,0.015625,44,0.7664,0.9632,0.3875,27,8,36,789,1305,540,1.0,0.0,0,0
25,5000,3194,1,5,3,1.9088,1,16.6,13,3181,4.53,0.9932,3215.9,13,1.0,68,1,4,940,0.00225,0.0379,46.2633,24,16.0,0.0255,0.0084,1,0,0,0,0.058621,0.015625,43,0.7335,0.9908,0.389,28,8,32,816,1238,537,1.0,0.0,0,0
26,5000,3169,0,0,3,1.9176,1,16.8,4,3165,4.51,0.9868,3211.5,4,1.0,64,0,4,925,0.002215,0.0372,14.1844,25,17.6,0.0239,0.0086,0,0,0,0,0.060811,0.015625,41,0.7431,1.0429,0.3913,26,8,30,804,1260,544,1.0,0.0,0,0
27,5000,3212,0,0,3,1.9781,1,16.8,3212,0,4.62,1.0013,3211.9,4,1.0,56,1,9,877,0.002292,0.0536,11.9048,26,19.0,0.0262,0.0102,0,0,0,0,0.068966,0.015625,39,0.7734,1.0851,0.3935,23,8,25,806,1291,530,1.0,0.0,0,0
28,5000,3217,2,4,1,1.9852,1,16.9,3209,0,4.58,1.0014,3212.4,8,1.0,57,3,2,862,0.002199,0.035,32.1285,27,19.6,0.0216,0.0084,0,0,0,0,0.066148,0.015625,40,0.7638,1.1162,0.3972,23,8,26,771,1275,539,1.0,0.0,0,0
29,5000,3163,1,5,1,1.9821,1,17.0,4,3154,4.57,0.9861,3207.7,9,1.0,54,1,4,855,0.00256,0.0455,34.4828,28,20.4,0.023,0.0099,1,0,0,0,0.064394,0.015625,38,0.7574,1.1541,0.3989,21,6,27,809,1254,535,1.0,0.0,0,0
30,5000,3133,1,5,1,1.9735,2,17.0,4,3125,4.57,0.9789,3200.6,8,1.0,53,1,2,838,0.002437,0.0404,28.0702,29,21.0,0.0249,0.0097,1,0,0,0,0.050505,0.015625,36,0.6906,1.2046,0.4013,20,5,28,815,1188,530,1.0,0.0,0,0
31,5000,3207,1,5,1,1.9603,2,16.9,3199,0,4.67,1.0021,3201.3,9,1.0,50,1,4,839,0.002356,0.0508,31.4685,30,22.1,0.0297,0.011,1,0,0,0,0.057627,0.015625,36,0.7289,1.2588,0.4035,18,5,27,767,1307,491,1.0,0.0,0,0
32,5000,3147,2,5,1,1.9505,2,16.6,7,3135,4.54,0.9846,3196.1,12,1.0,50,2,2,843,0.002549,0.0498,50.8475,31,22.3,0.0244,0.0121,2,0,0,0,0.078838,0.015625,37,0.8018,1.3169,0.4064,19,5,26,858,1246,465,1.0,0.0,0,0
33,4999,3120,2,5,1,1.9342,2,16.9,10,3110,4.56,0.9784,3188.9,10,1.0,49,2,3,860,0.002779,0.0578,36.9004,32,22.4,0.0293,0.0128,2,1,0,0,0.068592,0.015625,36,0.7722,1.3602,0.407,21,5,23,752,1293,488,1.0,0.0,0,0
34,4998,3205,3,5,1,1.9173,2,21.1,3212,0,4.59,1.0117,3192.8,18,1.0,51,3,1,877,0.002794,0.0464,60.6061,33,22.0,0.0275,0.0101,2,1,0,0,0.069536,0.015625,37,0.7753,1.3834,0.4061,24,4,23,821,1274,506,1.0,0.0,0,0
35,4998,3138,0,0,0,1.8949,2,16.8,12,3126,4.52,0.9845,3187.6,12,1.0,53,4,2,885,0.00247,0.0452,39.604,34,21.5,0.0256,0.0098,0,0,0,0,0.06129,0.015625,37,0.7451,1.4028,0.4056,23,6,24,786,1230,514,1.0,0.0,0,0
36,4995,3120,2,5,3,1.9624,1,17.1,11,3104,4.51,0.9808,3181.1,16,1.0,53,2,2,905,0.002467,0.0548,56.338,35,21.8,0.022,0.0101,1,0,0,0,0.078767,0.015625,35,0.8016,1.4233,0.4069,23,5,25,842,1222,523,1.0,0.0,0,0
37,4993,3145,2,5,3,1.9707,1,17.0,16,3124,4.56,0.9897,3177.7,21,1.0,54,2,1,940,0.002368,0.0326,64.4172,36,21.7,0.0227,0.0068,2,0,0,0,0.059347,0.015625,37,0.7367,1.4671,0.4066,22,5,27,780,1260,539,1.0,0.0,0,0
38,4991,3062,0,0,1,1.9599,2,17.0,3,3059,4.46,0.9669,3166.7,3,1.0,51,0,3,911,0.002241,0.0448,10.453,37,21.9,0.0229,0.0086,0,0,0,0,0.051724,0.015625,36,0.6979,1.5189,0.4065,21,5,25,795,1196,506,1.0,0.0,0,0
39,4989,3221,1,3,3,1.9495,1,16.9,3245,0,4.64,1.0237,3174.6,5,1.0,53,4,2,931,0.002011,0.0375,16.2338,38,22.1,0.0243,0.0085,0,0,0,0,0.065625,0.015625,38,0.7619,1.547,0.4062,22,5,26,815,1287,517,1.0,0.0,0,0
40,4985,3170,0,0,3,1.9305,1,16.8,0,3165,4.55,0.9987,3174.2,5,1.0,51,0,2,930,0.002028,0.0399,17.1233,39,23.8,0.0222,0.0082,0,1,0,0,0.056478,0.015625,37,0.7233,1.5902,0.4056,22,4,25,752,1234,554,1.0,0.0,0,0
41,4982,3173,0,0,3,1.9717,1,16.7,6,3163,4.53,0.9997,3174.1,10,1.0,54,6,3,921,0.002069,0.037,31.1419,40,22.7,0.0227,0.0081,0,0,0,0,0.060606,0.015625,41,0.7422,1.6272,0.4042,23,4,27,772,1290,532,1.0,0.0,0,0
42,4980,3184,0,0,3,1.8862,1,17.1,3195,0,4.64,1.0074,3176.5,5,1.0,54,1,1,921,0.001932,0.0467,17.6056,41,23.7,0.0218,0.0099,0,0,0,0,0.066667,0.015625,40,0.7656,1.6705,0.4041,24,4,26,771,1301,511,1.0,0.0,0,0
43,4978,3162,1,5,3,1.803,1,20.0,4,3153,4.64,0.9959,3175.1,9,1.0,53,1,2,926,0.001925,0.0396,30.7167,42,24.5,0.0227,0.0078,1,0,0,0,0.052805,0.015625,41,0.7041,1.7233,0.4032,25,4,24,775,1287,532,1.0,0.0,0,0
44,4976,3193,2,5,3,1.948,1,16.5,3182,0,4.6,1.0079,3177.8,21,1.0,55,5,3,970,0.002018,0.0383,69.3069,43,24.5,0.021,0.0087,2,0,0,0,0.063898,0.015625,41,0.7555,1.7489,0.4011,23,4,28,777,1270,529,1.0,0.0,0,0
45,4975,3122,1,5,1,1.944,2,16.5,5,3107,4.52,0.9841,3172.5,15,1.0,54,1,2,975,0.001998,0.0435,47.0219,44,25.7,0.0226,0.0083,1,1,0,0,0.071429,0.015625,40,0.7812,1.7893,0.4003,23,4,27,808,1211,533,1.0,0.0,0,0
46,4973,3226,2,5,1,1.9296,2,16.4,3226,0,4.68,1.0195,3179.0,15,1.0,53,2,3,986,0.002161,0.0479,46.2963,45,26.8,0.0228,0.01,2,0,0,0,0.065868,0.015625,40,0.7628,1.8222,0.3991,23,3,27,836,1302,489,1.0,0.0,0,0
47,4971,3187,0,0,0,1.9212,2,16.4,3185,0,4.59,1.0031,3180.1,5,1.0,50,0,3,936,0.001851,0.0418,16.5563,46,27.4,0.0226,0.0081,0,0,0,0,0.048232,0.015625,38,0.676,1.8479,0.398,22,2,26,793,1270,534,1.0,0.0,0,0
48,4968,3158,1,4,0,1.9591,1,16.3,3,3150,4.51,0.9937,3178.0,8,1.0,50,1,1,956,0.001952,0.0424,28.8809,47,28.3,0.0217,0.0077,0,0,0,0,0.053004,0.015625,39,0.7052,1.8833,0.3972,23,2,25,815,1217,568,1.0,0.0,0,0
49,4966,3145,0,0,3,1.9489,1,21.8,5,3140,4.6,0.9906,3174.8,5,1.0,52,5,3,975,0.001798,0.0386,10.9091,48,28.2,0.0216,0.0077,0,0,0,0,0.05614,0.015625,40,0.7217,1.9219,0.3975,23,3,26,760,1251,536,1.0,0.0,0,0
50,4964,3186,0,0,3,1.9111,1,20.6,3191,0,4.6,1.0046,3176.4,0,1.0,50,0,2,959,0.001751,0.0469,0.0,49,30.0,0.0229,0.0083,0,0,0,0,0.059375,0.015625,39,0.7368,1.9594,0.3973,23,2,25,782,1314,501,0.0009,0.9991,2780.7,1.7
51,4963,3051,2,5,1,1.8628,1,16.5,0,3046,4.52,0.9642,3164.4,5,1.0,50,2,2,963,0.001702,0.0488,17.7936,50,29.7,0.0221,0.009,1,1,0,0,0.073171,0.015625,38,0.7865,1.9942,0.3978,23,2,25,748,1222,489,0.0009,0.9991,2544.0,2.0
52,4961,3065,0,0,3,1.8577,1,16.4,2,3058,4.53,0.9715,3155.0,7,1.0,48,2,4,954,0.001688,0.0388,20.3252,51,31.8,0.0245,0.0085,0,0,0,0,0.065891,0.015625,37,0.7629,2.0601,0.3987,22,2,24,801,1190,514,0.0009,0.9991,2747.1,1.9
53,4961,3243,2,4,3,1.9332,1,16.5,3293,0,4.67,1.0426,3169.1,11,1.0,50,4,2,958,0.001879,0.0426,33.67,52,30.5,0.0219,0.0086,0,0,0,0,0.065574,0.015625,37,0.7617,2.0896,0.3989,23,3,24,820,1246,550,0.001,0.999,2867.5,1.5
54,4959,3163,1,5,3,1.8817,1,16.4,4,3154,4.64,0.9982,3168.6,9,1.0,53,5,2,982,0.001964,0.0423,30.4054,53,29.8,0.0194,0.0081,1,0,0,0,0.058632,0.015625,37,0.7335,2.1101,0.3993,23,3,27,745,1275,549,0.0008,0.9992,2730.4,1.8
55,4956,3163,0,0,3,1.9269,2,16.4,4,3159,4.52,0.9984,3168.0,4,1.0,53,0,0,982,0.001671,0.0403,13.9373,54,30.8,0.0206,0.0081,0,0,0,0,0.053691,0.015625,37,0.709,2.1504,0.3995,23,3,27,807,1236,530,0.0008,0.9992,2837.3,1.7
56,4954,3103,1,5,3,1.9369,1,16.4,6,3093,4.54,0.9814,3161.8,10,1.0,52,3,4,997,0.001699,0.037,32.0285,55,31.8,0.0225,0.0079,1,0,0,0,0.070707,0.015625,38,0.779,2.184,0.4003,24,2,26,796,1191,528,0.0008,0.9992,2643.2,2.0
57,4954,3181,2,5,3,1.9532,1,16.3,3181,0,4.65,1.0081,3164.5,9,1.0,53,4,3,1020,0.001732,0.0445,28.2132,56,31.9,0.0223,0.0093,1,0,0,0,0.080119,0.015625,37,0.805,2.2266,0.4012,23,3,27,798,1290,505,0.0008,0.9992,2519.5,2.2
58,4953,3131,0,0,3,1.9958,2,16.3,0,3131,4.52,0.9904,3161.3,0,1.0,51,0,2,999,0.001572,0.0401,0.0,57,34.0,0.0202,0.0082,0,1,0,0,0.063545,0.015625,35,0.7541,2.2735,0.4023,23,3,25,757,1296,529,0.0009,0.9991,2941.7,1.7
59,4949,3183,1,5,3,1.9893,1,16.4,3184,0,4.6,1.0079,3164.0,5,1.0,50,1,2,976,0.001687,0.0514,16.5563,58,34.6,0.0224,0.0094,1,0,0,0,0.07074,0.015625,34,0.7791,2.3153,0.4023,22,3,25,810,1275,506,0.0009,0.9991,2728.6,1.9
60,4947,3188,1,4,3,1.9787,1,16.3,3202,0,4.58,1.012,3168.0,4,1.0,50,1,1,962,0.001883,0.0488,14.1844,59,34.6,0.0216,0.0091,0,0,0,0,0.073171,0.015625,33,0.7865,2.3536,0.4031,22,2,26,779,1350,478,0.0009,0.9991,2925.4,1.6
61,4946,3187,1,3,3,1.9698,2,16.2,3198,0,4.58,1.0094,3171.1,3,1.0,51,1,0,976,0.001519,0.0327,10.101,60,34.9,0.0215,0.0076,0,0,0,0,0.062092,0.015625,34,0.7484,2.3928,0.4035,22,3,26,789,1306,528,0.0013,0.9987,2942.6,1.3
62,4944,3106,2,5,3,1.9698,2,16.4,5,3091,4.55,0.9814,3164.9,15,1.0,52,4,3,989,0.00171,0.0471,51.5464,61,34.0,0.0224,0.0103,2,0,0,0,0.084175,0.015625,37,0.8144,2.4063,0.4037,24,2,26,768,1221,542,0.001,0.999,2888.9,1.6
63,4943,3167,0,0,3,1.9464,2,16.3,3155,0,4.57,1.0009,3165.2,13,1.0,54,5,3,1005,0.001672,0.0372,45.1389,62,33.7,0.021,0.0087,0,0,0,0,0.084459,0.015625,37,0.815,2.4299,0.4041,24,4,26,773,1275,529,0.0012,0.9988,2761.1,1.9
64,4943,3084,1,3,1,1.9467,1,16.3,8,3062,4.52,0.9767,3157.5,22,1.0,56,8,6,1014,0.001617,0.0427,77.2059,63,32.2,0.0202,0.0085,0,1,0,0,0.078292,0.015625,42,0.8004,2.4442,0.4042,23,6,27,820,1160,550,0.0014,0.9986,2794.4,1.6
65,4941,3184,0,0,1,1.9382,1,16.2,3197,0,4.68,1.0139,3162.1,9,1.0,54,2,4,1016,0.001456,0.0383,20.1729,64,34.3,0.0198,0.0072,0,1,0,0,0.065574,0.015625,39,0.7617,2.4769,0.4041,21,6,27,802,1290,496,0.0007,0.9993,2831.5,1.8
66,4939,3160,1,5,0,1.9137,1,16.3,0,3155,4.58,0.9994,3161.9,5,1.0,54,1,1,999,0.001514,0.0426,15.625,65,35.3,0.0226,0.0076,1,0,0,0,0.06079,0.015625,38,0.743,2.5134,0.4039,22,5,27,825,1282,498,0.0007,0.9993,2868.9,1.9
67,4935,3164,3,5,1,1.8428,1,16.3,3150,0,4.66,1.0006,3162.1,14,1.0,52,3,5,1045,0.001586,0.0363,44.164,66,36.4,0.0203,0.0083,3,1,0,0,0.069486,0.015625,37,0.7751,2.5671,0.4042,19,3,30,802,1253,543,0.001,0.999,2715.5,1.7
