seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase
0,80,24,25,35,reaped,10,2.3252,3,23.8684,92,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,81,24,25,35,reaped,10,1.7725,2,316.2444,77,,,,,,,,,,,,,,,,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,82,25,31,,ghost,8,-2.779,27,49.5933,1825,31,0.7647,0.7012,0.8601,15.5083,0.8182,0.6913,0.8509,12.1029,0.0535,-0.0099,-0.0092,-3.4054,loss_familiarity,hosted,0,0,1,10,formed,5,0.5483870967741935,0.8181818181818182,0.6835604623080904,0.10398957004075922,0.6432965282669998,0.7012006867814239,0.6732246740335232,0.02414018533091078,0.8347725136430055,0.868666178651762,0.8553241261553225,0.01173931435676353,11.548522888217605,16.058061849877383,13.605414239454173,1.8307646235025896,1,0,4,0,0,5,0,0,5,1,2,2,spread,tie,familiarity,60,both,45,25,0.005615,0.020733,0.005758,0.810712,5.395864,-0.841664,0.271426,-0.983314,5.395864,2.333402,2.027875,2.467752,0.0,-1.813195,-2.148969,-2.27355,33.544997,5,0.269819,0.832154,-2.779044,57,18,0.315789,0.435154,0.483068,0.241149,0.618128,0.39827
0,83,25,26,36,reaped,10,0.0573,4,316.2444,86,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,84,25,26,36,reaped,10,0.8806,3,316.2444,110,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,85,25,26,37,reaped,11,1.5137,2,16.921,115,,,,,,,,,,,,,,,,1,1,0,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,86,26,,,hosted,0,2.3758,42,49.2081,1754,39,0.95,0.6726,0.8503,8.9263,0.9545,0.7046,0.8498,8.9624,0.0045,0.032,-0.0005,0.0361,,hosted,1,1,6,11,formed,5,0.8717948717948718,1.0,0.93988344988345,0.042070969502277684,0.6125186653309194,0.7045742934689772,0.6609326973735786,0.0314088595878876,0.8487241315783661,0.868484088241088,0.8543020848970008,0.007336561865754372,6.868184588686359,11.84484857113857,9.195248285445969,1.587094902611748,0,0,5,0,0,5,0,0,5,1,2,2,spread,familiarity,familiarity,130,MAD_DT_Normal,104,48,0.018107,0.023007,0.005089,0.578688,-1.225886,0.011202,-0.397513,-0.805887,2.131433,3.510981,2.298084,3.98602,-5.685879,-1.826992,-3.98325,-1.648414,32.958054,5,0.358907,0.889934,2.375761,127,31,0.244094,0.518862,0.523897,0.330702,0.689255,0.531596
0,87,26,27,37,reaped,10,0.2547,2,28.9168,109,,,,,,,,,,,,,,,,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,88,26,32,,ghost,7,-2.6477,9,27.2569,181,32,0.1515,0.6036,0.7698,7.1734,0.2727,0.7453,0.7948,8.8759,0.1212,0.1416,0.025,1.7024,gain_social|gain_stability,hosted,1,1,1,11,formed,5,0.0967741935483871,0.2727272727272727,0.15126214708757404,0.06321823495922008,0.6036326410846083,0.7452599228430651,0.6720757940803378,0.051002283015402716,0.7698151599448738,0.8116852880222594,0.789978430703432,0.013636949232990535,7.173425022153303,8.87587445725004,7.694141128371479,0.6304898835870458,1,0,4,1,1,3,0,0,5,0,1,4,spread,tie,tie,60,MAD_DT_Normal,35,30,0.008512,0.034814,0.016804,1.291439,3.559791,-0.198038,-0.135758,0.312665,13.297645,3.605055,2.652454,4.61796,-1.082648,-4.365513,-2.773085,-1.033183,12.464773,2,0.01878,0.996567,-2.647716,57,22,0.385965,0.266291,0.058956,0.010576,0.5099,0.485731
0,89,26,27,38,reaped,11,1.4996,3,33.4228,85,,,,,,,,,,,,,,,,1,1,0,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,90,26,36,,ghost,3,-3.0835,19,23.2907,499,36,0.4359,0.6536,0.8015,6.2239,0.4872,0.6786,0.8384,5.2134,0.0513,0.025,0.0369,-1.0105,,hosted,2,2,7,12,formed,5,0.42105263157894735,0.48717948717948717,0.45111029321555635,0.02986218324374522,0.6536166923684834,0.70663864316343,0.686132032048553,0.01908577606832306,0.8015370949244138,0.83843329611271,0.8205219498972183,0.016411975337004697,5.213449214079714,8.916871794972717,6.437573127564877,1.2875324788826523,0,0,5,0,0,5,0,0,5,1,1,3,spread,familiarity,familiarity,100,MAD_DT_Normal,78,41,0.01,0.034236,0.009786,0.76356,-1.281923,-0.081524,-0.661799,-0.731913,2.556318,5.41887,3.079811,2.823356,-3.396334,-3.545005,-2.904605,-1.10204,18.786138,3,0.462586,0.550987,-3.083461,97,34,0.350515,0.347108,0.169863,0.43526,0.278053,0.505256
0,91,27,28,38,reaped,10,2.9699,5,36.2795,106,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,92,27,30,,ghost,9,-0.8522,7,18.1906,131,30,0.1176,0.6792,0.7777,7.0433,0.2059,0.698,0.7216,6.7665,0.0882,0.0188,-0.0561,-0.2767,,hosted,0,0,1,10,unformed,2,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,30,MAD_DT_Normal,16,11,0.007806,0.029608,0.010642,0.990773,0.0,0.11097,-1.425109,-0.729171,7.432689,4.935073,1.347512,2.288779,-1.604331,-2.833154,-2.757095,-0.81443,12.77883,2,0.009159,0.983922,-0.852195,27,11,0.407407,0.257436,0.057709,0.015102,0.459135,0.497799
0,93,27,29,39,reaped,10,3.1148,3,7.0405,201,29,0.0968,0.707,0.8354,11.959,0.0882,0.6337,0.8268,4.3951,-0.0085,-0.0733,-0.0086,-7.5639,loss_familiarity,hosted,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,94,27,33,,ghost,6,2.6749,8,5.7458,131,33,0.2424,0.6608,0.7213,3.5325,0.2105,0.673,0.7425,1.2982,-0.0319,0.0122,0.0212,-2.2342,loss_familiarity,hosted,1,1,1,11,formed,5,0.17647058823529413,0.24242424242424243,0.20948494230227976,0.020956899075902424,0.6345795361322959,0.6731306703257678,0.6597347903591245,0.014108348143886226,0.7212582952848294,0.792583416397665,0.7457490018261549,0.02496277633117068,1.2982161508278796,26.1993370301383,9.85830189625574,9.132887687296217,0,0,5,0,0,5,0,0,5,0,4,1,stability,none,familiarity,60,both,41,24,0.005008,0.049145,0.019285,0.474157,1.077675,0.121909,-3.48154,-0.291155,8.497689,7.698599,2.282503,2.831423,-4.225595,-2.208035,-3.48154,-0.634001,12.29578,2,0.027634,0.991802,2.674869,57,25,0.438596,0.246367,0.057732,0.009509,0.448285,0.469944
0,95,28,29,39,reaped,10,-2.2519,7,316.2444,142,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,unformed,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,0,0,unformed,unformed,unformed,unformed,unformed,unformed
0,96,28,33,,ghost,6,2.8917,11,496.6479,157,33,0.3333,0.7038,0.806,51.0655,0.2895,0.6729,0.7202,47.5166,-0.0439,-0.0309,-0.0858,-3.5489,loss_familiarity,hosted,1,1,2,11,formed,4,0.2894736842105263,0.3333333333333333,0.31991744066047473,0.018026653838558733,0.6643541199417592,0.7038117671507694,0.6843626178962128,0.01623896060754842,0.7202209581238002,0.8096425263959526,0.7788432951042406,0.035793355164164424,47.51663540386048,51.66803783704956,50.37621943451555,1.6652971419259444,0,0,4,0,0,4,0,0,4,0,2,2,stability,none,familiarity,50,MAD_DT_Normal,35,18,0.004803,0.02226,0.010772,0.622554,1.545138,0.238227,-0.507863,-0.350825,2.203626,3.013843,1.624979,2.204058,-7.664286,-3.105045,-3.528372,-0.810103,12.220725,2,0.034068,0.999233,2.891658,47,16,0.340426,0.264815,0.076942,0.009855,0.53182,0.440642
0,97,28,33,,ghost,6,-2.9991,12,8.2282,119,33,0.3636,0.7306,0.8001,8.3347,0.3158,0.629,0.7067,3.0631,-0.0478,-0.1016,-0.0934,-5.2716,loss_stability|loss_familiarity,hosted,0,0,4,10,formed,4,0.29411764705882354,0.36363636363636365,0.32671920442818275,0.025440832839254083,0.6289533304355028,0.7305851389751363,0.6769440947202949,0.038248532003269615,0.7067320662214125,0.8001329831074643,0.7619770365482388,0.03520341853961694,3.0630858122759985,15.993010832038431,9.782731949363447,4.7341737932086385,0,0,4,0,1,3,0,1,3,0,4,0,social,none,familiarity,50,MAD_DT_Normal,37,22,0.006754,0.019272,0.016244,0.870955,1.198608,-1.107684,-0.44079,-0.371753,5.665639,1.579857,2.982762,2.131232,-3.676267,-3.037947,-3.404951,-0.991032,12.708808,2,0.011795,0.938027,-2.999115,47,23,0.489362,0.239227,0.064819,0.013241,0.426404,0.452446
0,98,29,31,,ghost,8,-2.3113,2,9.4291,128,31,0.0294,0.6843,0.8072,7.1243,0.0606,0.6565,0.8112,8.7259,0.0312,-0.0278,0.0039,1.6015,,hosted,1,1,0,11,unformed,1,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,20,MAD_DT_Normal,13,11,0.001642,0.034125,0.014108,1.527671,0.0,-0.098826,-1.173446,-0.602559,11.995106,5.421272,1.60764,4.157814,0.0,-3.048745,-2.676751,-0.910542,11.508511,2,0.197825,0.898766,-2.311291,17,8,0.470588,0.295854,0.056088,0.172844,0.442638,0.511847
0,99,30,32,,ghost,7,-1.2571,4,25.6107,133,32,0.0606,0.6316,0.8111,20.8692,0.1212,0.6323,0.7711,15.4392,0.0606,0.0007,-0.04,-5.4301,loss_familiarity,hosted,0,0,0,10,unformed,1,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,20,none,9,11,0.00523,0.030799,0.016374,4.348612,0.0,0.091295,-0.89932,-0.373788,7.19148,1.036463,1.258658,2.260228,-0.685974,-0.616304,-3.134539,-2.026187,12.381366,2,0.022448,0.996699,-1.25713,17,7,0.411765,0.271766,0.056088,0.008003,0.538065,0.484906
0,100,30,32,,ghost,7,-0.7285,1,8.6193,152,32,0.0303,0.7108,0.8314,23.4532,0.0303,0.6726,0.7329,8.6193,0.0,-0.0382,-0.0984,-14.8339,loss_familiarity,hosted,1,1,0,11,unformed,1,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,20,both,6,14,0.000147,0.051603,0.016804,4.934681,-6.41623,-0.000457,-2.412382,-0.202847,8.910027,4.680021,0.184448,-0.202847,-6.41623,-2.872443,-2.412382,-0.325022,12.295473,2,0.027323,0.997922,-0.728479,17,6,0.352941,0.28723,0.069767,0.005032,0.514151,0.559968
0,101,31,34,,ghost,5,2.1691,4,158.9368,121,34,0.0789,0.6452,0.8242,147.2566,0.1026,0.6453,0.6765,44.538,0.0236,0.0001,-0.1477,-102.7186,loss_spread|loss_familiarity,hosted,0,0,1,10,unformed,2,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,30,none,12,13,0.004863,0.085605,0.018306,18.43657,0.0,-0.180991,0.605874,-0.279986,9.758011,4.613842,1.657997,0.611745,-4.762982,-4.133016,-4.360644,-3.456505,13.09605,2,0.007594,0.575253,2.169052,27,17,0.62963,0.198788,0.049096,0.015154,0.22375,0.507152
0,102,31,32,,ghost,7,0.4524,3,87.7539,102,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,4,5,0.007365,0.032763,0.020442,18.492918,-0.385662,0.071206,0.126871,-0.2501,3.447381,0.266147,0.280499,0.414451,-0.385662,-1.988782,-0.756174,-0.685992,12.303436,2,0.060327,0.449182,0.452417,7,4,0.571429,0.244005,0.061462,0.036715,0.188227,0.689616
0,103,31,32,,ghost,7,2.5367,3,32.7834,93,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,1,6,0.007365,0.03577,0.021129,15.117026,-0.385662,-0.733297,-0.999436,-0.172726,5.909889,0.357404,0.470878,0.535324,-0.385662,-0.733297,-0.999436,-1.658718,12.938633,2,0.016784,0.373967,2.536744,7,7,1.0,0.110983,0.074751,0.010138,0.139286,0.219757
0,104,31,33,,ghost,6,0.7887,3,7.7817,181,33,0.0606,0.7232,0.8204,12.445,0.0789,0.6903,0.7846,5.6271,0.0183,-0.0328,-0.0358,-6.818,loss_familiarity,hosted,0,0,1,10,unformed,1,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,20,none,6,11,0.00418,0.043506,0.017009,2.104439,0.0,0.088022,-0.757036,-0.308051,4.752074,3.035762,0.888038,2.296836,-0.942155,-2.25439,-1.485854,-0.440071,12.477351,2,0.019768,0.918452,0.788705,17,7,0.411765,0.27014,0.058824,0.010812,0.515829,0.495095
0,105,31,32,,ghost,7,-2.4508,1,316.2444,81,,,,,,,,,,,,,,,,0,0,2,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,2,6,0.00021,0.035894,0.023349,32.594808,-4.478717,-0.279585,-1.058784,0.648188,0.0,0.246452,0.110762,0.901732,-4.478717,-0.618691,-1.156363,0.648188,12.235187,2,0.031853,0.995476,-2.450818,7,3,0.428571,0.280874,0.05814,0.011425,0.623107,0.430826
0,106,31,33,,ghost,6,-0.7057,3,116.2234,129,33,0.0606,0.7475,0.8212,161.4116,0.0789,0.6577,0.7154,52.9948,0.0183,-0.0898,-0.1058,-108.4168,loss_spread|loss_familiarity,hosted,0,0,1,10,unformed,1,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,20,both,13,12,0.003328,0.041442,0.015398,28.520453,7.701517,-0.325819,1.167518,-0.731323,9.337617,4.298587,1.167518,0.901732,-4.478717,-2.497203,-3.244899,-3.243733,11.927102,2,0.064489,0.999498,-0.705675,17,8,0.470588,0.274428,0.05814,0.036795,0.503536,0.499243
0,107,32,,,hosted,0,-2.0383,36,32.9576,1665,39,0.75,0.652,0.8479,12.6621,0.8182,0.6591,0.8792,10.7512,0.0682,0.007,0.0313,-1.9109,,hosted,1,1,1,11,formed,5,0.5897435897435898,0.8181818181818182,0.7279413568887254,0.0809747278986632,0.6156801376874285,0.6694011575387677,0.6520629158371324,0.019077495370454074,0.8319952644431847,0.8792246150642019,0.849832303487539,0.015960620143767684,9.424371785276431,17.2391709020631,12.010355870532944,2.8348205764830894,1,0,4,0,0,5,0,0,5,2,1,2,spread,familiarity,familiarity,70,MAD_DT_Normal,53,26,0.016512,0.037361,0.006754,0.6978,-1.120272,0.07634,-0.07109,-0.608866,3.493409,3.791614,3.389204,3.635176,-4.290149,-1.533522,-1.832824,-1.604524,33.739815,5,0.386849,0.539457,-2.03826,67,18,0.268657,0.430324,0.513363,0.35824,0.32883,0.520864
0,108,32,33,,ghost,6,2.8582,5,316.2444,94,,,,,,,,,,,,,,,,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,5,6,0.006418,0.046159,0.021159,11.541511,0.0,-0.217402,-1.105464,0.802483,4.807336,0.254978,-0.15713,0.802483,-0.557983,-0.217402,-1.386233,-0.815193,12.523091,2,0.017065,0.982615,2.858174,7,2,0.285714,0.304845,0.056478,0.008673,0.632355,0.521874
0,109,32,33,,ghost,6,-2.6009,6,54.6246,146,,,,,,,,,,,,,,,,1,1,1,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,3,6,0.013819,0.031131,0.018045,8.691629,0.244118,0.350717,-2.347002,-0.251197,1.510709,0.350717,0.73891,0.303973,-0.458147,-1.571411,-2.347002,-0.882015,11.610264,2,0.137261,0.99946,-2.600918,7,3,0.428571,0.266505,0.104651,0.110135,0.595169,0.256064
0,110,32,39,,ghost,0,3.0516,15,35.4207,141,39,0.35,0.6881,0.7939,2.6459,0.3409,0.6614,0.784,5.7183,-0.0091,-0.0267,-0.0099,3.0724,gain_familiarity,hosted,0,0,11,10,formed,5,0.23076923076923078,0.35,0.30390381548276285,0.043501076322091145,0.6613833872928528,0.7235455658385423,0.6825519445677231,0.02257179015166992,0.7483425166717937,0.7939010894491747,0.7705879711381881,0.018685675702877602,2.6458606079753495,14.350088976752087,7.724582852100989,4.561373574269266,0,0,5,0,0,5,0,0,5,1,3,1,spread,familiarity,familiarity,70,none,44,26,0.010229,0.045353,0.009836,0.606636,-0.775017,-0.956712,0.660712,-0.852541,4.279993,5.190718,2.628971,3.506347,-2.894365,-4.505574,-2.1357,-1.117158,12.435744,2,0.030073,0.681793,3.051644,67,32,0.477612,0.205945,0.072718,0.009832,0.259552,0.481678
