seed,cognitive_id,birth_window,host_lost_window,reaped_window,final_state,ghost_duration,original_phase_sig,last_n_partners,last_familiarity_max,last_attention_size,last_tag_window,prev_social,prev_stability,prev_spread,prev_familiarity,current_social,current_stability,current_spread,current_familiarity,delta_social,delta_stability,delta_spread,delta_familiarity,generated_tags,state_at_window,ttl_bonus,n_pickups_won,n_pickups_lost,effective_ttl,v99_formation_status,v99_trace_len,v99_range_social_min,v99_range_social_max,v99_range_social_mean,v99_range_social_std,v99_range_stability_min,v99_range_stability_max,v99_range_stability_mean,v99_range_stability_std,v99_range_spread_min,v99_range_spread_max,v99_range_spread_mean,v99_range_spread_std,v99_range_familiarity_min,v99_range_familiarity_max,v99_range_familiarity_mean,v99_range_familiarity_std,v99_drift_social_positive,v99_drift_social_negative,v99_drift_social_neutral,v99_drift_stability_positive,v99_drift_stability_negative,v99_drift_stability_neutral,v99_drift_spread_positive,v99_drift_spread_negative,v99_drift_spread_neutral,v99_drift_familiarity_positive,v99_drift_familiarity_negative,v99_drift_familiarity_neutral,v99_lowest_std_axis,v99_dominant_positive_drift_axis,v99_dominant_negative_drift_axis,v10_pulse_count,v10_tag_trigger_last,v10_n_normal,v10_n_major,v10_theta_social_last,v10_theta_stability_last,v10_theta_spread_last,v10_theta_familiarity_last,v10_R_social_last,v10_R_stability_last,v10_R_spread_last,v10_R_familiarity_last,v10_R_max_social,v10_R_max_stability,v10_R_max_spread,v10_R_max_familiarity,v10_R_min_social,v10_R_min_stability,v10_R_min_spread,v10_R_min_familiarity,v11_b_gen,v11_m_c_n_core,v11_m_c_s_avg,v11_m_c_r_core,v11_m_c_phase_sig,v11_n_pulses_eval,v11_n_captured,v11_capture_rate,v11_mean_delta,v11_mean_d_n,v11_mean_d_s,v11_mean_d_r,v11_mean_d_phase
0,111,32,36,,ghost,3,2.7794,10,25.6736,128,36,0.2308,0.6825,0.7577,14.4928,0.2564,0.6557,0.7433,9.4357,0.0256,-0.0268,-0.0144,-5.057,loss_familiarity,hosted,3,3,5,13,formed,3,0.20512820512820512,0.2564102564102564,0.23076923076923075,0.020935809767377585,0.6557029418218197,0.7409309051894271,0.6930335247430764,0.03558739797924542,0.7433002949451543,0.8080926030129725,0.7696995604271285,0.027777674645918363,9.43571553937941,28.04375179422437,17.32407499852588,7.856081368833579,0,0,3,0,0,3,0,0,3,0,3,0,social,none,familiarity,40,both,29,20,0.003752,0.048766,0.012035,1.467789,-1.798082,-0.385161,-0.747165,-0.730302,4.419141,5.81635,1.609355,1.011911,-1.798082,-4.108808,-3.353207,-0.777688,12.812068,2,0.008799,0.979656,2.779395,37,20,0.540541,0.278377,0.068196,0.023709,0.524564,0.497037
0,112,32,33,,ghost,6,-2.3381,2,316.2444,119,,,,,,,,,,,,,,,,0,0,2,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,4,5,0.001135,0.01958,0.019972,17.112489,1.188158,-1.356598,0.383067,0.511519,1.188158,0.167442,0.457752,0.577677,-2.721323,-1.356598,-1.144533,0.511519,11.799677,2,0.08887,0.998026,-2.338115,7,5,0.714286,0.192625,0.066445,0.061658,0.427989,0.214409
0,113,32,33,,ghost,6,2.9306,5,316.2444,104,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Normal,7,5,0.0071,0.030269,0.014788,11.260372,4.085831,0.263074,-0.25005,-0.459706,5.414174,0.375251,0.370289,0.844061,-2.722168,-0.377044,-2.297119,-1.413927,12.319113,2,0.026859,0.99856,2.930625,7,4,0.571429,0.289856,0.064784,0.00592,0.624148,0.464573
0,114,32,33,,ghost,6,-2.1046,6,39.8319,117,,,,,,,,,,,,,,,,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,none,4,5,0.014044,0.026156,0.016836,7.385228,0.288265,-0.872228,-0.869997,-0.374389,1.603951,0.363029,0.618814,-0.191682,-0.519037,-1.46679,-1.444453,-0.51478,12.257907,2,0.031344,0.985168,-2.104622,7,3,0.428571,0.278924,0.064784,0.013585,0.666595,0.370731
0,115,32,35,,ghost,4,2.0363,4,7.3778,131,35,0.1026,0.6815,0.7906,12.081,0.1026,0.6759,0.7852,4.4399,0.0,-0.0056,-0.0053,-7.6411,loss_familiarity,hosted,0,0,1,10,unformed,2,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,30,none,14,16,0.000946,0.05282,0.012996,1.496489,0.0,-0.056433,0.864376,-0.33436,2.370402,6.664245,3.235338,-0.237422,-1.089417,-5.866147,-2.408224,-0.384914,11.687174,2,0.130572,0.880138,2.036298,27,11,0.407407,0.272333,0.074074,0.099455,0.453118,0.462686
0,116,32,33,,ghost,6,2.7716,6,40.3433,99,,,,,,,,,,,,,,,,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,3,6,0.009799,0.028415,0.020435,2.408196,3.029432,0.424771,-1.234405,1.118321,4.807336,0.424771,0.102277,1.118321,-0.461275,-0.28861,-1.279224,-1.554637,12.058745,2,0.049094,0.994951,2.771562,7,2,0.285714,0.293327,0.043189,0.024936,0.600947,0.504235
0,117,32,33,,ghost,6,0.3969,0,0.0,99,,,,,,,,,,,,,,,,1,1,0,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,4,5,0.0,0.043104,0.019253,0.0,0.0,0.246043,-3.52925,0.0,0.0,0.280995,-0.342222,0.0,0.0,-0.614859,-3.52925,0.0,12.616949,2,0.014118,0.956868,0.396875,7,3,0.428571,0.254462,0.066445,0.015261,0.41113,0.525013
0,118,32,33,,ghost,6,1.283,2,7.1243,100,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,4,5,0.003623,0.033211,0.017759,1.44574,0.372384,0.103582,-2.242164,-0.411457,0.372384,0.238184,-0.378502,-0.389179,-0.684197,-0.77552,-2.242164,-0.436824,12.866735,2,0.007738,0.98227,1.283047,7,2,0.285714,0.285376,0.054817,0.017315,0.465289,0.604082
0,119,33,39,,ghost,0,3.1295,11,13.3436,149,39,0.2,0.7365,0.7723,8.8548,0.25,0.7188,0.7178,4.1277,0.05,-0.0177,-0.0545,-4.7272,loss_familiarity,hosted,0,0,10,10,formed,5,0.07692307692307693,0.25,0.15734143049932522,0.06063844538594096,0.6205312848288547,0.7364971586643235,0.6924080538983827,0.04107386361043783,0.7178422982950727,0.7978950426306388,0.7657687941610754,0.02709526358249937,4.127656200071962,51.7641530529202,17.70457934248676,17.611542495854934,0,0,5,0,0,5,0,0,5,1,4,0,spread,familiarity,familiarity,60,MAD_DT_Normal,38,25,0.008374,0.027208,0.010655,1.061296,2.082661,0.25374,-1.115755,0.207151,10.98501,4.730328,2.232066,2.326043,-3.128843,-2.467586,-3.589824,-1.326012,12.393905,2,0.023678,0.978389,3.129547,57,29,0.508772,0.261782,0.070379,0.013103,0.495682,0.467962
0,120,33,34,,ghost,5,2.8556,3,316.2444,126,,,,,,,,,,,,,,,,2,2,3,12,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,none,5,5,0.003615,0.026499,0.013785,16.422457,0.0,0.075102,-0.115261,0.380278,5.515629,0.427351,0.487845,0.886722,-1.173582,-1.351476,-1.740147,-1.586549,12.652189,2,0.012804,0.998224,2.85564,7,4,0.571429,0.286208,0.064784,0.013725,0.605376,0.460948
0,121,33,34,,ghost,5,2.6528,3,7.1798,119,,,,,,,,,,,,,,,,1,1,4,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,none,3,4,0.003315,0.026162,0.014765,0.753802,0.0,-0.506591,-0.582328,-0.75647,6.014481,0.252134,-0.16586,0.969692,0.0,-2.065616,-1.88929,-0.901732,12.50914,2,0.017948,0.989931,2.652833,7,4,0.571429,0.252773,0.066445,0.010072,0.441528,0.493047
0,122,33,,,hosted,0,2.9906,28,44.4467,1190,39,0.575,0.6696,0.8483,11.3915,0.6364,0.6253,0.8567,10.8614,0.0614,-0.0442,0.0084,-0.5301,,hosted,6,6,11,16,formed,5,0.358974358974359,0.6363636363636364,0.5012470862470862,0.09819331479585765,0.6253395456407459,0.6695685625758483,0.6531713251085312,0.01602056457566197,0.8157672020162472,0.8599230651832515,0.8406154648608043,0.01811886272064764,10.23569018844958,15.952834228883544,12.511593208737134,2.1714390650746926,0,0,5,0,0,5,0,0,5,1,1,3,stability,familiarity,familiarity,60,MAD_DT_Normal,40,34,0.01382,0.050141,0.006589,0.740698,-1.070767,-0.039948,-1.218902,1.027774,4.091254,7.103694,3.071679,3.085796,-2.428763,-3.541618,-1.459257,-1.390237,26.650464,4,0.377696,0.470999,2.990603,57,12,0.210526,0.356319,0.331089,0.349985,0.256861,0.487339
0,123,35,37,,ghost,2,-1.6387,4,12.1747,120,37,0.0769,0.6534,0.8293,16.9808,0.1053,0.6563,0.7364,7.7241,0.0283,0.0028,-0.0929,-9.2567,loss_familiarity,hosted,0,0,0,10,unformed,1,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,20,both,8,11,0.003047,0.037431,0.016105,2.648103,0.0,-1.691286,-0.839801,-0.3235,6.932696,3.295364,0.729626,0.473358,-0.501968,-1.691286,-2.109795,-1.020335,12.535072,2,0.017007,0.906559,-1.638733,17,9,0.529412,0.228039,0.045144,0.01166,0.345335,0.510018
0,124,35,39,,ghost,0,-3.028,8,15.6977,145,39,0.125,0.6852,0.7675,12.6483,0.1818,0.6565,0.7892,6.2034,0.0568,-0.0287,0.0216,-6.4449,loss_familiarity,hosted,1,1,2,11,formed,3,0.07894736842105263,0.18181818181818182,0.12858851674641147,0.042073421155373936,0.6564869202369841,0.7021082018310245,0.6812586595972449,0.018830171822457612,0.7675483039377785,0.7891891987168832,0.7814085903822966,0.009825271706178711,6.2034272421960885,46.18925145360626,21.68032217984018,17.529019133104473,0,0,3,0,0,3,0,0,3,0,3,0,spread,none,familiarity,40,none,25,16,0.007338,0.036635,0.012353,2.384949,-0.576128,0.066659,-0.347588,-0.276309,11.15295,2.769636,1.942133,0.274287,-1.990485,-2.949715,-2.10334,-1.406179,12.136818,2,0.039013,0.988701,-3.028036,37,12,0.324324,0.280219,0.062854,0.015308,0.525575,0.517141
0,125,35,36,,ghost,3,2.8908,2,20.5696,98,,,,,,,,,,,,,,,,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,none,4,4,0.000585,0.040736,0.017007,4.570256,0.0,0.251521,-0.731488,-0.443385,2.992996,0.376073,-0.239406,-0.4383,-2.048169,-0.802585,-2.292049,-0.477692,12.378392,2,0.022615,0.977923,2.890773,7,4,0.571429,0.300838,0.059801,0.00855,0.503905,0.631096
0,126,35,,,hosted,0,0.219,22,24.5805,1063,39,0.45,0.676,0.8459,10.4405,0.5,0.6787,0.8361,8.8202,0.05,0.0027,-0.0098,-1.6203,,hosted,0,0,0,10,formed,3,0.3157894736842105,0.5,0.42192982456140354,0.07777887700933646,0.6760452859407599,0.6858322474102756,0.6801916752226775,0.004132843300373796,0.8360828189653189,0.8519050967694918,0.844627713326076,0.00652130133599576,7.4058954771600725,10.44051464919945,8.888858930147792,1.2398299212365078,2,0,1,0,0,3,0,0,3,1,0,2,stability,social,none,40,MAD_DT_Normal,27,21,0.015305,0.046159,0.008122,0.868312,-0.759685,0.135293,1.186782,0.953911,3.608811,6.49495,1.413772,2.265112,-1.234081,-5.6077,-2.337334,-1.1791,26.109545,4,0.375159,0.661584,0.219044,37,13,0.351351,0.415891,0.310182,0.347951,0.409636,0.595793
0,127,35,39,,ghost,0,-2.95,8,13.5338,117,39,0.15,0.6874,0.8129,23.6254,0.1818,0.6652,0.653,8.6093,0.0318,-0.0222,-0.1599,-15.0161,loss_spread|loss_familiarity,hosted,0,0,2,10,formed,3,0.07894736842105263,0.18181818181818182,0.1369218500797448,0.043002942273362696,0.6651667196756788,0.6874165856179961,0.6794266123083804,0.010107688487855175,0.6529773218374684,0.8128915219233669,0.7419738536097163,0.06652454096168396,8.609261788640257,23.625369280980077,17.288577124450267,6.350140795786855,0,0,3,0,0,3,0,2,1,1,2,0,stability,familiarity,tie,40,none,26,20,0.007309,0.028604,0.015197,2.092795,-0.578404,-0.073046,-0.731735,-0.452605,3.99412,4.168619,1.984376,3.138826,-1.087692,-2.919253,-3.755973,-1.232666,12.090593,2,0.052254,0.821062,-2.949982,37,19,0.513514,0.25364,0.061282,0.027829,0.393127,0.532323
0,128,36,,,hosted,0,-0.4205,25,58.394,1881,39,0.475,0.6282,0.8475,8.8549,0.5682,0.6429,0.8395,14.275,0.0932,0.0146,-0.0079,5.4202,gain_familiarity,hosted,0,0,2,10,unformed,2,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,30,both,21,20,0.014561,0.025751,0.007966,1.201336,-0.907395,0.072197,-2.262379,1.292347,1.810906,2.540074,1.096481,2.067479,-0.907395,-2.649792,-2.631956,-1.036948,33.906684,5,0.367683,0.509213,-0.420455,27,7,0.259259,0.397663,0.52627,0.340478,0.294707,0.429198
0,129,36,,,hosted,0,2.6108,4,17.3325,151,39,0.0,0.6734,0.7449,0.0,0.0909,0.7105,0.8114,10.7752,0.0909,0.0371,0.0665,10.7752,gain_familiarity,hosted,1,1,3,11,unformed,2,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,30,MAD_DT_Major,16,14,0.004757,0.032933,0.012233,2.858456,-0.444351,0.074783,0.692826,-0.413081,19.982415,5.307787,1.910639,19.999977,-0.444351,-3.549502,-1.949047,-2.805819,10.945611,2,0.631758,0.990844,2.61084,27,8,0.296296,0.428981,0.067183,0.606153,0.500245,0.542344
0,130,36,39,,ghost,0,1.6654,5,13.4504,134,39,0.125,0.6947,0.7933,17.1667,0.1136,0.6977,0.7179,6.309,-0.0114,0.0031,-0.0754,-10.8578,loss_familiarity,hosted,1,1,0,11,unformed,2,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,30,none,17,15,0.006274,0.035603,0.012294,2.799248,-0.421167,-0.179945,0.17126,-0.246484,5.69935,4.435841,2.065121,7.047061,-1.551087,-4.258746,-4.096834,-2.330047,10.942398,2,0.631436,0.99871,1.665423,27,9,0.333333,0.432246,0.064599,0.60371,0.49826,0.562414
0,131,37,,,hosted,0,1.9956,8,21.261,437,39,0.075,0.7136,0.8618,20.7772,0.1818,0.655,0.8008,11.1821,0.1068,-0.0586,-0.061,-9.5951,gain_social|loss_familiarity,hosted,0,0,3,10,unformed,1,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,20,none,12,9,0.010857,0.020907,0.010337,3.434238,-0.389403,-0.835806,-0.823775,-0.282368,4.569979,3.361517,1.008676,2.09711,-0.809672,-3.165481,-1.67352,-1.194917,18.525968,3,0.354615,0.993712,1.995564,17,4,0.235294,0.426333,0.174419,0.327127,0.615107,0.588679
0,132,38,,,hosted,0,-1.1315,17,316.2444,702,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,3,5,0.032182,0.024765,0.011236,4.695124,-0.262766,-0.136007,-0.109435,0.389553,1.853903,0.312859,0.672338,0.964299,-0.262766,-0.695628,-1.748623,-0.537653,26.709443,4,0.272817,0.60412,-1.131534,7,2,0.285714,0.326244,0.257475,0.244485,0.314626,0.48839
0,133,38,,,hosted,0,-0.4739,4,316.2444,121,,,,,,,,,,,,,,,,1,1,1,11,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,5,4,0.00552,0.028044,0.013132,14.572429,-0.382909,-0.623633,-0.066974,0.189255,2.932963,0.133193,0.759112,0.87134,-0.382909,-0.764364,-1.850313,-1.041336,12.559451,2,0.029098,0.527147,-0.473886,7,2,0.285714,0.244547,0.081395,0.008556,0.198855,0.689382
0,134,38,,,hosted,0,1.8685,3,316.2444,113,,,,,,,,,,,,,,,,3,3,0,13,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,2,5,0.002878,0.02225,0.024703,9.789927,-0.550829,-1.016237,-0.515305,0.480939,0.0,0.506576,0.112976,0.531633,-0.550829,-1.417635,-0.8584,0.480939,11.866089,2,0.082778,0.914629,1.86852,7,2,0.285714,0.245786,0.083056,0.050117,0.537692,0.312278
0,135,38,39,,ghost,0,-0.4549,6,316.2444,107,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,4,5,0.00828,0.0216,0.016118,7.163923,-0.382932,-0.580422,-0.90686,0.179206,1.450459,0.058035,0.728346,0.727122,-0.382932,-2.222214,-2.232035,-0.395388,11.523389,2,0.170216,0.979176,-0.454879,7,5,0.714286,0.269558,0.069767,0.145254,0.444917,0.418293
0,136,38,,,hosted,0,2.3947,8,316.2444,119,,,,,,,,,,,,,,,,0,0,1,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,6,5,0.016091,0.030363,0.012782,9.843335,-0.262757,-0.378457,-1.246338,0.077866,2.224648,0.296065,0.403984,0.32494,-0.262757,-2.551699,-1.455696,-0.888417,12.183254,2,0.042775,0.852714,2.394673,7,5,0.714286,0.256613,0.083056,0.015967,0.458138,0.469293
0,137,38,39,,ghost,0,-0.6535,4,68.8742,113,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,5,6,0.002995,0.026825,0.013656,12.138939,-0.705647,-0.731215,0.459468,-0.279558,5.615665,0.248315,1.898191,-0.030149,-0.705647,-1.589827,-1.530975,-1.291759,11.488724,2,0.180541,0.999882,-0.653472,7,3,0.428571,0.298091,0.076412,0.149455,0.520488,0.446008
0,138,38,39,,ghost,0,2.2641,5,316.2444,79,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,4,6,0.005638,0.029486,0.011549,23.362994,-0.468667,-0.258882,-0.650324,0.258808,6.768246,0.325264,0.841601,0.777804,-0.468667,-0.351701,-1.52428,-1.912544,11.510654,2,0.172454,0.995226,2.264058,7,5,0.714286,0.328348,0.053156,0.148652,0.599306,0.51228
0,139,38,,,hosted,0,2.1208,5,316.2444,88,,,,,,,,,,,,,,,,0,0,2,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,5,5,0.008163,0.034269,0.019958,17.965288,-0.323701,0.360141,-1.327475,0.306039,5.737714,0.38979,1.105492,0.721995,-0.323701,-0.36414,-1.408507,-1.785461,12.444741,2,0.021309,0.937433,2.120829,7,2,0.285714,0.278197,0.068106,0.006156,0.427197,0.611329
0,140,38,39,,ghost,0,1.5187,4,38.605,117,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,4,6,0.00552,0.017286,0.022127,6.166256,-0.382909,-0.094148,-1.199977,0.147146,3.910453,0.55347,-0.124439,0.310293,-0.382909,-0.673738,-1.588112,-1.082281,12.736845,2,0.017745,0.574566,1.518736,7,3,0.428571,0.225987,0.08804,0.008998,0.28414,0.522771
0,141,38,39,,ghost,0,2.8042,5,35.4207,64,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,6,5,0.008163,0.026126,0.014613,8.242279,-0.323701,-0.382726,-0.752893,-0.305197,2.29828,0.563089,0.997741,0.351974,-0.323701,-1.265784,-3.603288,-0.327551,11.381552,2,0.25567,0.903687,2.80421,7,3,0.428571,0.284552,0.028239,0.237247,0.442088,0.430635
0,142,38,39,,ghost,0,1.8031,4,34.9619,107,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,4,6,0.00552,0.021826,0.015959,4.952038,-0.382909,-1.577959,-0.921578,-0.564585,3.421719,0.382571,0.150483,-0.564585,-0.382909,-1.577959,-1.634569,-0.941686,11.406082,2,0.232754,0.938147,1.803126,7,3,0.428571,0.371126,0.074751,0.205889,0.58588,0.617982
0,143,38,39,,ghost,0,1.4142,9,59.8238,109,,,,,,,,,,,,,,,,0,0,0,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,both,4,6,0.018734,0.03225,0.014201,11.851752,-0.253905,-0.081499,-2.118375,-0.193002,0.993506,0.3683,1.611977,0.417108,-0.253905,-0.822943,-2.118375,-0.398473,11.756523,2,0.106774,0.912559,1.414244,7,3,0.428571,0.274473,0.049834,0.079124,0.407474,0.561461
0,144,38,,,hosted,0,-0.7613,4,59.8238,104,,,,,,,,,,,,,,,,0,0,2,10,unformed,0,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,unformed,10,MAD_DT_Major,4,6,0.00552,0.037609,0.020496,11.409178,-0.382909,0.240144,-0.284207,-0.340838,3.825458,0.291173,0.84638,0.392124,-0.382909,-1.6289,-3.825614,-1.085054,11.568607,2,0.162548,0.923976,-0.761293,7,2,0.285714,0.251056,0.051495,0.133553,0.245786,0.573393
